ensemble_size, batch_size, trial_num, h2d (ms), kernel (ms), d2h (ms)
801, 64, 32, 0.00544, 0.011264, 0.07248
801, 64, 33, 0.005664, 0.010976, 0.079488
801, 64, 34, 0.005888, 0.011264, 0.07312
801, 64, 35, 0.005632, 0.010976, 0.077792
801, 64, 36, 0.006112, 0.011264, 0.073088
801, 64, 37, 0.005952, 0.011264, 0.073216
801, 64, 38, 0.005696, 0.011264, 0.07648
801, 64, 39, 0.005568, 0.011328, 0.073472
801, 64, 40, 0.005824, 0.011264, 0.0728
801, 64, 41, 0.005664, 0.011232, 0.078624
801, 64, 42, 0.005472, 0.011296, 0.072256
801, 64, 43, 0.005824, 0.011264, 0.077088
801, 64, 44, 0.005632, 0.011552, 0.079296
801, 64, 45, 0.006208, 0.01024, 0.07312
801, 64, 46, 0.005888, 0.011264, 0.071776
801, 64, 47, 0.005632, 0.011264, 0.072768
801, 64, 48, 0.005504, 0.011168, 0.072768
801, 64, 49, 0.006208, 0.011264, 0.072544
801, 100, 0, 0.006304, 0.01536, 0.115488
801, 100, 1, 0.005472, 0.014336, 0.118592
801, 100, 2, 0.005408, 0.014528, 0.10912
801, 100, 3, 0.0056, 0.014336, 0.109632
801, 100, 4, 0.00592, 0.0136, 0.109312
801, 100, 5, 0.0056, 0.014144, 0.113024
801, 100, 6, 0.005472, 0.014336, 0.1096
801, 100, 7, 0.005984, 0.0136, 0.109216
801, 100, 8, 0.00544, 0.014336, 0.117056
801, 100, 9, 0.006048, 0.01536, 0.109664
801, 100, 10, 0.005504, 0.014336, 0.11648
801, 100, 11, 0.005952, 0.014336, 0.120832
801, 100, 12, 0.005824, 0.014336, 0.10944
801, 100, 13, 0.005984, 0.014336, 0.10896
801, 100, 14, 0.00592, 0.014336, 0.117184
801, 100, 15, 0.005632, 0.014336, 0.109632
801, 100, 16, 0.006272, 0.013376, 0.117216
801, 100, 17, 0.005856, 0.015296, 0.108768
801, 100, 18, 0.006144, 0.013536, 0.109376
801, 100, 19, 0.005888, 0.0144, 0.109376
801, 100, 20, 0.005504, 0.014336, 0.108896
801, 100, 21, 0.005408, 0.014336, 0.118816
801, 100, 22, 0.005984, 0.014336, 0.117472
801, 100, 23, 0.00576, 0.015168, 0.108704
801, 100, 24, 0.00544, 0.014336, 0.117152
801, 100, 25, 0.006112, 0.013312, 0.109664
801, 100, 26, 0.005856, 0.013312, 0.111648
801, 100, 27, 0.006144, 0.013568, 0.109344
801, 100, 28, 0.005952, 0.014336, 0.123072
801, 100, 29, 0.00576, 0.014496, 0.109568
801, 100, 30, 0.006208, 0.013408, 0.109344
801, 100, 31, 0.005664, 0.014208, 0.108832
801, 100, 32, 0.005792, 0.014336, 0.10864
801, 100, 33, 0.0056, 0.014336, 0.1088
801, 100, 34, 0.005344, 0.014336, 0.123456
801, 100, 35, 0.005792, 0.014336, 0.11856
801, 100, 36, 0.006144, 0.014336, 0.10832
801, 100, 37, 0.005728, 0.014336, 0.11728
801, 100, 38, 0.005472, 0.014336, 0.109312
801, 100, 39, 0.005952, 0.013312, 0.109568
801, 100, 40, 0.005664, 0.014336, 0.108416
801, 100, 41, 0.005632, 0.0144, 0.108832
801, 100, 42, 0.005248, 0.014496, 0.115264
801, 100, 43, 0.0056, 0.014048, 0.10912
801, 100, 44, 0.005856, 0.013312, 0.108992
801, 100, 45, 0.0056, 0.01408, 0.108992
801, 100, 46, 0.005952, 0.014176, 0.12464
801, 100, 47, 0.005792, 0.014336, 0.108384
801, 100, 48, 0.005568, 0.014304, 0.116896
801, 100, 49, 0.005792, 0.014976, 0.116224
801, 200, 0, 0.00624, 0.029696, 0.209824
801, 200, 1, 0.006208, 0.028896, 0.2176
801, 200, 2, 0.00592, 0.028896, 0.220192
801, 200, 3, 0.005632, 0.029696, 0.21584
801, 200, 4, 0.00608, 0.028672, 0.217632
801, 200, 5, 0.005856, 0.028864, 0.216544
801, 200, 6, 0.00608, 0.029024, 0.200704
801, 200, 7, 0.006144, 0.028832, 0.216736
801, 200, 8, 0.006336, 0.028672, 0.2
801, 200, 9, 0.0088, 0.029696, 0.215744
801, 200, 10, 0.006176, 0.028672, 0.216352
801, 200, 11, 0.00624, 0.028672, 0.200768
801, 200, 12, 0.005856, 0.028672, 0.220896
801, 200, 13, 0.006368, 0.029696, 0.199872
801, 200, 14, 0.006144, 0.028576, 0.2152
801, 200, 15, 0.005888, 0.028928, 0.214208
801, 200, 16, 0.00592, 0.028672, 0.217408
801, 200, 17, 0.005952, 0.029696, 0.200608
801, 200, 18, 0.00544, 0.028672, 0.219136
801, 200, 19, 0.005952, 0.029696, 0.200064
801, 200, 20, 0.006048, 0.028672, 0.20096
801, 200, 21, 0.005568, 0.029696, 0.201696
801, 200, 22, 0.006176, 0.028672, 0.204672
801, 200, 23, 0.005504, 0.029696, 0.200064
801, 200, 24, 0.0064, 0.028672, 0.20112
801, 200, 25, 0.005792, 0.029696, 0.21696
801, 200, 26, 0.00576, 0.029696, 0.215168
801, 200, 27, 0.005632, 0.029696, 0.215872
801, 200, 28, 0.006272, 0.028672, 0.216128
801, 200, 29, 0.006304, 0.028672, 0.20064
801, 200, 30, 0.00624, 0.028672, 0.216768
801, 200, 31, 0.0064, 0.028672, 0.200704
801, 200, 32, 0.005856, 0.029696, 0.20352
801, 200, 33, 0.00592, 0.029696, 0.203552
801, 200, 34, 0.00608, 0.028672, 0.217248
801, 200, 35, 0.005952, 0.028672, 0.222944
801, 200, 36, 0.005536, 0.028672, 0.217472
801, 200, 37, 0.006016, 0.028672, 0.214336
801, 200, 38, 0.005984, 0.028672, 0.206304
801, 200, 39, 0.005664, 0.029696, 0.200416
801, 200, 40, 0.005984, 0.028672, 0.215584
801, 200, 41, 0.006208, 0.028672, 0.20032
801, 200, 42, 0.00624, 0.028672, 0.2056
801, 200, 43, 0.005632, 0.029696, 0.201536
801, 200, 44, 0.006208, 0.028672, 0.200736
801, 200, 45, 0.005856, 0.02896, 0.219296
801, 200, 46, 0.00592, 0.029696, 0.217056
801, 200, 47, 0.006432, 0.028672, 0.201344
801, 200, 48, 0.00624, 0.028672, 0.206048
801, 200, 49, 0.005664, 0.029696, 0.20112
801, 400, 0, 0.00688, 0.160768, 0.382464
801, 400, 1, 0.007008, 0.142336, 0.41584
801, 400, 2, 0.006784, 0.138368, 0.40016
801, 400, 3, 0.007424, 0.134144, 0.376288
801, 400, 4, 0.007552, 0.134144, 0.40416
801, 400, 5, 0.006944, 0.134496, 0.373664
801, 400, 6, 0.007424, 0.13312, 0.414112
801, 400, 7, 0.006912, 0.135168, 0.373152
801, 400, 8, 0.007328, 0.134144, 0.406112
801, 400, 9, 0.007136, 0.141312, 0.403776
801, 400, 10, 0.007264, 0.134144, 0.407424
801, 400, 11, 0.007136, 0.134144, 0.402592
801, 400, 12, 0.007552, 0.134208, 0.401664
801, 400, 13, 0.008032, 0.133376, 0.42144
801, 400, 14, 0.007328, 0.136192, 0.481184
801, 400, 15, 0.00688, 0.134272, 0.3712
801, 400, 16, 0.006656, 0.134144, 0.403136
801, 400, 17, 0.006976, 0.134144, 0.405632
801, 400, 18, 0.007232, 0.13312, 0.407488
801, 400, 19, 0.007456, 0.134144, 0.401184
801, 400, 20, 0.006976, 0.13312, 0.376608
801, 400, 21, 0.007104, 0.134144, 0.376416
801, 400, 22, 0.006656, 0.136192, 0.402816
801, 400, 23, 0.006592, 0.139264, 0.40128
801, 400, 24, 0.0072, 0.13312, 0.404576
801, 400, 25, 0.006624, 0.134368, 0.40128
801, 400, 26, 0.007776, 0.135168, 0.397728
801, 400, 27, 0.00752, 0.133184, 0.409696
801, 400, 28, 0.007456, 0.134144, 0.41168
801, 400, 29, 0.006784, 0.134144, 0.403744
801, 400, 30, 0.006656, 0.134144, 0.375776
801, 400, 31, 0.00704, 0.134144, 0.40176
801, 400, 32, 0.006816, 0.134144, 0.4008
801, 400, 33, 0.006976, 0.139264, 0.403744
801, 400, 34, 0.006784, 0.13312, 0.376896
801, 400, 35, 0.007104, 0.134144, 0.371712
801, 400, 36, 0.007392, 0.134144, 0.402848
801, 400, 37, 0.007392, 0.132096, 0.419872
801, 400, 38, 0.00736, 0.136448, 0.38048
801, 400, 39, 0.007168, 0.134144, 0.402176
801, 400, 40, 0.007168, 0.13312, 0.37888
801, 400, 41, 0.007168, 0.134144, 0.401408
801, 400, 42, 0.006688, 0.13312, 0.371168
801, 400, 43, 0.007072, 0.13824, 0.371744
801, 400, 44, 0.007168, 0.13312, 0.371904
801, 400, 45, 0.00688, 0.134144, 0.40144
801, 400, 46, 0.00752, 0.13312, 0.402464
801, 400, 47, 0.007552, 0.13312, 0.376704
801, 400, 48, 0.00704, 0.134144, 0.37264
801, 400, 49, 0.007136, 0.135168, 0.40144
801, 800, 0, 0.009344, 0.192544, 0.686848
801, 800, 1, 0.00896, 0.187392, 0.705888
801, 800, 2, 0.008288, 0.186368, 0.700416
801, 800, 3, 0.008832, 0.18544, 0.70912
801, 800, 4, 0.008512, 0.185344, 0.708288
801, 800, 5, 0.008736, 0.1864, 0.708448
801, 800, 6, 0.008736, 0.187392, 0.710752
801, 800, 7, 0.009056, 0.197632, 0.704992
801, 800, 8, 0.008736, 0.188544, 0.710944
801, 800, 9, 0.008384, 0.188416, 0.701472
801, 800, 10, 0.008032, 0.185536, 0.71184
801, 800, 11, 0.00896, 0.186688, 0.708096
801, 800, 12, 0.009184, 0.187392, 0.717536
801, 800, 13, 0.009024, 0.187616, 0.70752
801, 800, 14, 0.008736, 0.193536, 0.705984
801, 800, 15, 0.009408, 0.186368, 0.704736
801, 800, 16, 0.008512, 0.187552, 0.702304
801, 800, 17, 0.008864, 0.186368, 0.705952
801, 800, 18, 0.009056, 0.185408, 0.70912
801, 800, 19, 0.008224, 0.188416, 0.713152
801, 800, 20, 0.008832, 0.185344, 0.708576
801, 800, 21, 0.008256, 0.192512, 0.698528
801, 800, 22, 0.009952, 0.185632, 0.701664
801, 800, 23, 0.008288, 0.188416, 0.700768
801, 800, 24, 0.0088, 0.185344, 0.705312
801, 800, 25, 0.008192, 0.186368, 0.711008
801, 800, 26, 0.009088, 0.185344, 0.708256
801, 800, 27, 0.009056, 0.18656, 0.706208
801, 800, 28, 0.008672, 0.185472, 0.705376
801, 800, 29, 0.008224, 0.188416, 0.700608
801, 800, 30, 0.00928, 0.192512, 0.705216
801, 800, 31, 0.008512, 0.187392, 0.706944
801, 800, 32, 0.008896, 0.191488, 0.656704
801, 800, 33, 0.009376, 0.191488, 0.706848
801, 800, 34, 0.008928, 0.187392, 0.705184
801, 800, 35, 0.008992, 0.187392, 0.705984
801, 800, 36, 0.012832, 0.186368, 0.702848
801, 800, 37, 0.008128, 0.187392, 0.707552
801, 800, 38, 0.0088, 0.18432, 0.705152
801, 800, 39, 0.008448, 0.187392, 0.654016
801, 800, 40, 0.009856, 0.188448, 0.651552
801, 800, 41, 0.008672, 0.187392, 0.65216
801, 800, 42, 0.009056, 0.187392, 0.704928
801, 800, 43, 0.008384, 0.185632, 0.714112
801, 800, 44, 0.008384, 0.192512, 0.702976
801, 800, 45, 0.009088, 0.186368, 0.700928
801, 800, 46, 0.008384, 0.186368, 0.704
801, 800, 47, 0.008224, 0.186368, 0.706208
801, 800, 48, 0.009056, 0.185344, 0.709888
801, 800, 49, 0.008512, 0.184448, 0.651584
801, 1600, 0, 0.008832, 0.190464, 0.649056
801, 1600, 1, 0.008416, 0.19456, 0.646432
801, 1600, 2, 0.00896, 0.185344, 0.703456
801, 1600, 3, 0.00864, 0.185344, 0.708384
801, 1600, 4, 0.008064, 0.186368, 0.645472
801, 1600, 5, 0.009024, 0.186368, 0.706752
801, 1600, 6, 0.009152, 0.185376, 0.707968
801, 1600, 7, 0.008768, 0.185376, 0.707616
801, 1600, 8, 0.00848, 0.185664, 0.64688
801, 1600, 9, 0.008544, 0.185344, 0.707968
801, 1600, 10, 0.00896, 0.191488, 0.698048
801, 1600, 11, 0.008832, 0.186368, 0.647616
801, 1600, 12, 0.008992, 0.185472, 0.70256
801, 1600, 13, 0.00912, 0.186368, 0.706944
801, 1600, 14, 0.008896, 0.185344, 0.706848
801, 1600, 15, 0.008288, 0.188416, 0.702784
801, 1600, 16, 0.009056, 0.186368, 0.70592
801, 1600, 17, 0.011904, 0.226304, 0.802144
801, 1600, 18, 0.008832, 0.193536, 0.71456
801, 1600, 19, 0.008736, 0.18944, 0.83456
801, 1600, 20, 0.008992, 0.18944, 0.70448
801, 1600, 21, 0.008736, 0.189504, 0.700032
801, 1600, 22, 0.008608, 0.186368, 0.70528
801, 1600, 23, 0.00832, 0.188416, 0.650816
801, 1600, 24, 0.008352, 0.188416, 0.708448
801, 1600, 25, 0.008928, 0.186368, 0.673184
801, 1600, 26, 0.00816, 0.187712, 0.708832
801, 1600, 27, 0.008736, 0.187392, 0.644416
801, 1600, 28, 0.008608, 0.187392, 0.707648
801, 1600, 29, 0.00896, 0.18944, 0.69808
801, 1600, 30, 0.008992, 0.191488, 0.716512
801, 1600, 31, 0.009216, 0.192512, 0.722176
801, 1600, 32, 0.00864, 0.190464, 0.720256
801, 1600, 33, 0.00864, 0.19968, 0.665472
801, 1600, 34, 0.008928, 0.190464, 0.731808
801, 1600, 35, 0.00928, 0.189728, 0.719232
801, 1600, 36, 0.01056, 0.195584, 0.727424
801, 1600, 37, 0.010624, 0.192672, 0.737088
801, 1600, 38, 0.008544, 0.205824, 0.70992
801, 1600, 39, 0.009376, 0.187392, 0.74
801, 1600, 40, 0.010272, 0.202752, 0.654976
801, 1600, 41, 0.008992, 0.187392, 0.699168
801, 1600, 42, 0.009056, 0.187392, 0.729344
801, 1600, 43, 0.008576, 0.18944, 0.673856
801, 1600, 44, 0.008672, 0.192512, 0.736864
801, 1600, 45, 0.008288, 0.197632, 0.718592
801, 1600, 46, 0.008704, 0.190464, 0.716416
801, 1600, 47, 0.008896, 0.18944, 0.724608
801, 1600, 48, 0.008736, 0.19072, 0.717408
801, 1600, 49, 0.008448, 0.18944, 0.719392
801, 3200, 0, 0.008768, 0.19456, 0.669344
801, 3200, 1, 0.00816, 0.188416, 0.719808
801, 3200, 2, 0.008256, 0.18944, 0.734144
801, 3200, 3, 0.00928, 0.188768, 0.731168
801, 3200, 4, 0.009088, 0.187584, 0.737664
801, 3200, 5, 0.00832, 0.196608, 0.727648
801, 3200, 6, 0.009216, 0.189568, 0.729504
801, 3200, 7, 0.009056, 0.191488, 0.733728
801, 3200, 8, 0.009504, 0.210944, 0.730656
801, 3200, 9, 0.009056, 0.18944, 0.723392
801, 3200, 10, 0.008256, 0.19456, 0.733376
801, 3200, 11, 0.008672, 0.188736, 0.736704
801, 3200, 12, 0.009024, 0.188416, 0.715392
801, 3200, 13, 0.009568, 0.190464, 0.72656
801, 3200, 14, 0.00912, 0.189504, 0.717568
801, 3200, 15, 0.009472, 0.18944, 0.667872
801, 3200, 16, 0.009152, 0.197792, 0.705632
801, 3200, 17, 0.008736, 0.190464, 0.732
801, 3200, 18, 0.008384, 0.190528, 0.699328
801, 3200, 19, 0.008448, 0.188512, 0.708928
801, 3200, 20, 0.008768, 0.188416, 0.703968
801, 3200, 21, 0.008992, 0.186368, 0.724288
801, 3200, 22, 0.008704, 0.188416, 0.710336
801, 3200, 23, 0.008992, 0.205824, 0.747712
801, 3200, 24, 0.008736, 0.191488, 0.6856
801, 3200, 25, 0.009344, 0.19456, 0.728864
801, 3200, 26, 0.009568, 0.190464, 0.717728
801, 3200, 27, 0.009504, 0.190464, 0.730016
801, 3200, 28, 0.008896, 0.200704, 0.738784
801, 3200, 29, 0.010176, 0.210912, 0.714624
801, 3200, 30, 0.008864, 0.187392, 0.745664
801, 3200, 31, 0.00912, 0.18944, 0.748864
801, 3200, 32, 0.00864, 0.190464, 0.657792
801, 3200, 33, 0.008896, 0.187392, 0.706912
801, 3200, 34, 0.00896, 0.195584, 0.702976
801, 3200, 35, 0.009312, 0.18944, 0.706976
801, 3200, 36, 0.008448, 0.187392, 0.701408
801, 3200, 37, 0.00816, 0.188416, 0.706816
801, 3200, 38, 0.008352, 0.18544, 0.704
801, 3200, 39, 0.008768, 0.188416, 0.705824
801, 3200, 40, 0.008832, 0.186368, 0.704384
801, 3200, 41, 0.008864, 0.191584, 0.706432
801, 3200, 42, 0.008864, 0.188416, 0.699456
801, 3200, 43, 0.009024, 0.18672, 0.699072
801, 3200, 44, 0.0088, 0.186368, 0.697664
801, 3200, 45, 0.008896, 0.185344, 0.707936
801, 3200, 46, 0.009344, 0.186368, 0.706272
801, 3200, 47, 0.008768, 0.185344, 0.704992
801, 3200, 48, 0.008448, 0.187392, 0.70336
801, 3200, 49, 0.008256, 0.187392, 0.718784
801, 6400, 0, 0.011264, 0.197632, 0.697856
801, 6400, 1, 0.009376, 0.188416, 0.726912
801, 6400, 2, 0.0088, 0.18944, 0.73232
801, 6400, 3, 0.009312, 0.191488, 0.678144
801, 6400, 4, 0.009824, 0.188416, 0.722752
801, 6400, 5, 0.008704, 0.191776, 0.720064
801, 6400, 6, 0.010432, 0.212992, 0.720352
801, 6400, 7, 0.008928, 0.207936, 0.67888
801, 6400, 8, 0.009376, 0.202048, 0.720256
801, 6400, 9, 0.009216, 0.18944, 0.752672
801, 6400, 10, 0.009216, 0.188416, 0.741856
801, 6400, 11, 0.008576, 0.192512, 0.7424
801, 6400, 12, 0.009696, 0.205824, 0.733184
801, 6400, 13, 0.008864, 0.192512, 0.742496
801, 6400, 14, 0.008768, 0.187392, 0.739136
801, 6400, 15, 0.0088, 0.190464, 0.745056
801, 6400, 16, 0.008768, 0.191488, 0.694912
801, 6400, 17, 0.008608, 0.195776, 0.705664
801, 6400, 18, 0.0088, 0.191488, 0.740832
801, 6400, 19, 0.009472, 0.190464, 0.731808
801, 6400, 20, 0.010176, 0.208192, 0.721216
801, 6400, 21, 0.009216, 0.18944, 0.74544
801, 6400, 22, 0.008448, 0.188416, 0.73472
801, 6400, 23, 0.00928, 0.190464, 0.735456
801, 6400, 24, 0.008704, 0.191488, 0.734944
801, 6400, 25, 0.010336, 0.210944, 0.660736
801, 6400, 26, 0.008608, 0.18944, 0.752544
801, 6400, 27, 0.0088, 0.190656, 0.753568
801, 6400, 28, 0.010048, 0.203776, 0.654784
801, 6400, 29, 0.00848, 0.18944, 0.750016
801, 6400, 30, 0.009088, 0.18944, 0.750304
801, 6400, 31, 0.008896, 0.190464, 0.72272
801, 6400, 32, 0.009728, 0.208896, 0.768096
801, 6400, 33, 0.008896, 0.190464, 0.702592
801, 6400, 34, 0.00944, 0.188512, 0.710048
801, 6400, 35, 0.008576, 0.186368, 0.702176
801, 6400, 36, 0.008448, 0.187392, 0.703104
801, 6400, 37, 0.01024, 0.185344, 0.651264
801, 6400, 38, 0.00912, 0.185344, 0.70992
801, 6400, 39, 0.008416, 0.187392, 0.701216
801, 6400, 40, 0.008576, 0.190464, 0.64528
801, 6400, 41, 0.008288, 0.187616, 0.698976
801, 6400, 42, 0.008192, 0.187392, 0.704736
801, 6400, 43, 0.009024, 0.186368, 0.69952
801, 6400, 44, 0.008896, 0.186592, 0.701984
801, 6400, 45, 0.009088, 0.185344, 0.744608
801, 6400, 46, 0.008512, 0.18944, 0.719296
801, 6400, 47, 0.008544, 0.191488, 0.768736
801, 6400, 48, 0.008544, 0.191488, 0.7488
801, 6400, 49, 0.008672, 0.208128, 0.730464
801, 10000, 0, 0.008672, 0.196608, 0.770304
801, 10000, 1, 0.008608, 0.192704, 0.777344
801, 10000, 2, 0.00992, 0.211968, 0.755648
801, 10000, 3, 0.00928, 0.18944, 0.79376
801, 10000, 4, 0.01008, 0.211968, 0.722176
801, 10000, 5, 0.008608, 0.188416, 0.772992
801, 10000, 6, 0.010336, 0.201728, 0.671584
801, 10000, 7, 0.009056, 0.188416, 0.730944
801, 10000, 8, 0.008192, 0.188448, 0.75904
801, 10000, 9, 0.009568, 0.190464, 0.768064
801, 10000, 10, 0.00832, 0.19456, 0.762496
801, 10000, 11, 0.00912, 0.193536, 0.77504
801, 10000, 12, 0.009952, 0.210944, 0.731392
801, 10000, 13, 0.015104, 0.194272, 0.729216
801, 10000, 14, 0.010752, 0.212992, 0.718176
801, 10000, 15, 0.008832, 0.188448, 0.781152
801, 10000, 16, 0.01008, 0.194912, 0.75168
801, 10000, 17, 0.008896, 0.188416, 0.7752
801, 10000, 18, 0.009344, 0.18944, 0.7712
801, 10000, 19, 0.009696, 0.210944, 0.676608
801, 10000, 20, 0.008512, 0.190464, 0.73456
801, 10000, 21, 0.008768, 0.192512, 0.726336
801, 10000, 22, 0.008416, 0.197632, 0.755744
801, 10000, 23, 0.009152, 0.190464, 0.753632
801, 10000, 24, 0.00992, 0.202752, 0.729952
801, 10000, 25, 0.008352, 0.18944, 0.765696
801, 10000, 26, 0.008448, 0.190464, 0.762432
801, 10000, 27, 0.010688, 0.20992, 0.7192
801, 10000, 28, 0.009088, 0.187392, 0.774112
801, 10000, 29, 0.010016, 0.210944, 0.731584
801, 10000, 30, 0.008576, 0.18944, 0.768736
801, 10000, 31, 0.009408, 0.197632, 0.708192
801, 10000, 32, 0.0096, 0.18944, 0.728288
801, 10000, 33, 0.010656, 0.200832, 0.734016
801, 10000, 34, 0.008928, 0.18944, 0.743232
801, 10000, 35, 0.009344, 0.186368, 0.741088
801, 10000, 36, 0.008448, 0.191488, 0.723168
801, 10000, 37, 0.008736, 0.192512, 0.748512
801, 10000, 38, 0.00944, 0.211104, 0.730816
801, 10000, 39, 0.008512, 0.18944, 0.741088
801, 10000, 40, 0.008928, 0.187392, 0.727456
801, 10000, 41, 0.008224, 0.190464, 0.730528
801, 10000, 42, 0.009056, 0.191488, 0.73088
801, 10000, 43, 0.008352, 0.190464, 0.744192
801, 10000, 44, 0.009888, 0.200704, 0.730752
801, 10000, 45, 0.010144, 0.199936, 0.735808
801, 10000, 46, 0.009088, 0.195584, 0.714048
801, 10000, 47, 0.008576, 0.193536, 0.707808
801, 10000, 48, 0.008896, 0.188416, 0.703936
801, 10000, 49, 0.009184, 0.188512, 0.737984
699, 1, 0, 0.006752, 0.021504, 0.009632
699, 1, 1, 0.006048, 0.010016, 0.007872
699, 1, 2, 0.006112, 0.009216, 0.006912
699, 1, 3, 0.006176, 0.008224, 0.006848
699, 1, 4, 0.005952, 0.008192, 0.00672
699, 1, 5, 0.006272, 0.008192, 0.006944
699, 1, 6, 0.005408, 0.00832, 0.006496
699, 1, 7, 0.00576, 0.008224, 0.006496
699, 1, 8, 0.005952, 0.008192, 0.006272
699, 1, 9, 0.005664, 0.008192, 0.006528
699, 1, 10, 0.005312, 0.008832, 0.006336
699, 1, 11, 0.005824, 0.008192, 0.006592
699, 1, 12, 0.00576, 0.008192, 0.006432
699, 1, 13, 0.005472, 0.008224, 0.006432
699, 1, 14, 0.005696, 0.008192, 0.006688
699, 1, 15, 0.005504, 0.008288, 0.006528
699, 1, 16, 0.005792, 0.008192, 0.006048
699, 1, 17, 0.006016, 0.008192, 0.006368
699, 1, 18, 0.005376, 0.00832, 0.007008
699, 1, 19, 0.005504, 0.00832, 0.010272
699, 1, 20, 0.006176, 0.008192, 0.007168
699, 1, 21, 0.005536, 0.007872, 0.007008
699, 1, 22, 0.00576, 0.00784, 0.007008
699, 1, 23, 0.005632, 0.008192, 0.006336
699, 1, 24, 0.005408, 0.007872, 0.0072
699, 1, 25, 0.00544, 0.008096, 0.006784
699, 1, 26, 0.005696, 0.008192, 0.006176
699, 1, 27, 0.005376, 0.00816, 0.006464
699, 1, 28, 0.005312, 0.008416, 0.00656
699, 1, 29, 0.005664, 0.008192, 0.006464
699, 1, 30, 0.006016, 0.008192, 0.006048
699, 1, 31, 0.00544, 0.009152, 0.01376
699, 1, 32, 0.006144, 0.008192, 0.006336
699, 1, 33, 0.00592, 0.008192, 0.006304
699, 1, 34, 0.005376, 0.008288, 0.007136
699, 1, 35, 0.006144, 0.008192, 0.006464
699, 1, 36, 0.00592, 0.008192, 0.006848
699, 1, 37, 0.005696, 0.008192, 0.006368
699, 1, 38, 0.006176, 0.008192, 0.005952
699, 1, 39, 0.005856, 0.008192, 0.006368
699, 1, 40, 0.006112, 0.008192, 0.00672
699, 1, 41, 0.005696, 0.008192, 0.006976
699, 1, 42, 0.005632, 0.008192, 0.006688
699, 1, 43, 0.00592, 0.008192, 0.006432
699, 1, 44, 0.005376, 0.007936, 0.007072
699, 1, 45, 0.005632, 0.008192, 0.0064
699, 1, 46, 0.005344, 0.008128, 0.006624
699, 1, 47, 0.005824, 0.008192, 0.00656
699, 1, 48, 0.008032, 0.009184, 0.006848
699, 1, 49, 0.00592, 0.008192, 0.006112
699, 2, 0, 0.00656, 0.01024, 0.008992
699, 2, 1, 0.005504, 0.008384, 0.008
699, 2, 2, 0.006016, 0.008192, 0.007488
699, 2, 3, 0.005536, 0.008832, 0.007488
699, 2, 4, 0.00544, 0.008192, 0.007808
699, 2, 5, 0.006016, 0.008192, 0.007328
699, 2, 6, 0.005568, 0.008192, 0.007712
699, 2, 7, 0.005536, 0.008192, 0.007552
699, 2, 8, 0.005632, 0.008256, 0.007456
699, 2, 9, 0.005376, 0.008384, 0.007392
699, 2, 10, 0.005344, 0.009056, 0.007424
699, 2, 11, 0.00576, 0.008192, 0.007808
699, 2, 12, 0.005408, 0.008288, 0.007808
699, 2, 13, 0.005536, 0.008128, 0.008128
699, 2, 14, 0.00576, 0.008192, 0.007552
699, 2, 15, 0.00576, 0.008192, 0.007584
699, 2, 16, 0.005664, 0.008192, 0.007456
699, 2, 17, 0.005472, 0.008864, 0.007104
699, 2, 18, 0.005344, 0.008256, 0.007968
699, 2, 19, 0.005984, 0.008192, 0.007488
699, 2, 20, 0.005408, 0.008192, 0.007712
699, 2, 21, 0.006496, 0.008192, 0.0072
699, 2, 22, 0.005952, 0.008192, 0.007136
699, 2, 23, 0.005856, 0.008192, 0.007392
699, 2, 24, 0.005728, 0.012288, 0.008192
699, 2, 25, 0.005952, 0.008192, 0.00816
699, 2, 26, 0.00592, 0.008192, 0.00704
699, 2, 27, 0.005376, 0.00816, 0.008192
699, 2, 28, 0.005952, 0.008192, 0.007264
699, 2, 29, 0.00592, 0.008192, 0.007168
699, 2, 30, 0.006016, 0.007168, 0.00848
699, 2, 31, 0.005856, 0.008192, 0.007776
699, 2, 32, 0.005504, 0.00784, 0.008096
699, 2, 33, 0.005728, 0.007936, 0.008128
699, 2, 34, 0.006016, 0.008192, 0.007744
699, 2, 35, 0.0056, 0.008352, 0.00752
699, 2, 36, 0.005344, 0.008192, 0.008
699, 2, 37, 0.006176, 0.008192, 0.006752
699, 2, 38, 0.005568, 0.008192, 0.007552
699, 2, 39, 0.00576, 0.008192, 0.007648
699, 2, 40, 0.005408, 0.008096, 0.007744
699, 2, 41, 0.005696, 0.008192, 0.0072
699, 2, 42, 0.006048, 0.007488, 0.007616
699, 2, 43, 0.006144, 0.008192, 0.006912
699, 2, 44, 0.005376, 0.008192, 0.008
699, 2, 45, 0.006144, 0.007168, 0.008256
699, 2, 46, 0.005824, 0.008192, 0.007264
699, 2, 47, 0.006016, 0.008192, 0.007296
699, 2, 48, 0.005952, 0.008192, 0.007488
699, 2, 49, 0.00576, 0.008192, 0.008032
699, 4, 0, 0.00656, 0.009216, 0.009888
699, 4, 1, 0.005792, 0.009216, 0.010368
699, 4, 2, 0.00544, 0.008896, 0.009568
699, 4, 3, 0.006336, 0.008192, 0.009152
699, 4, 4, 0.005344, 0.008192, 0.009728
699, 4, 5, 0.005504, 0.008192, 0.009728
699, 4, 6, 0.005824, 0.008192, 0.009152
699, 4, 7, 0.005536, 0.008256, 0.009472
699, 4, 8, 0.005408, 0.008832, 0.0096
699, 4, 9, 0.005568, 0.00816, 0.010112
699, 4, 10, 0.005568, 0.008384, 0.009696
