ensemble_size, batch_size, trial_num, predict (ms)
900,400,42,0.994375
900,400,43,0.991775
900,400,44,0.997585
900,400,45,1.00534
900,400,46,1.0016
900,400,47,0.997705
900,400,48,0.998155
900,400,49,0.996855
900,800,0,1.56707
900,800,1,1.42407
900,800,2,1.40005
900,800,3,1.53313
900,800,4,1.43383
900,800,5,1.63498
900,800,6,1.91641
900,800,7,2.04487
900,800,8,1.57684
900,800,9,1.43003
900,800,10,1.40338
900,800,11,1.57998
900,800,12,1.42457
900,800,13,1.40744
900,800,14,1.39327
900,800,15,1.53226
900,800,16,1.42801
900,800,17,1.43095
900,800,18,1.4047
900,800,19,1.55481
900,800,20,1.41506
900,800,21,1.42168
900,800,22,1.41268
900,800,23,1.55129
900,800,24,1.63274
900,800,25,1.92264
900,800,26,1.9001
900,800,27,1.69721
900,800,28,1.43981
900,800,29,1.46825
900,800,30,1.41975
900,800,31,1.55428
900,800,32,1.41531
900,800,33,1.41131
900,800,34,1.39656
900,800,35,1.53027
900,800,36,1.39692
900,800,37,1.42563
900,800,38,1.40955
900,800,39,1.53329
900,800,40,1.41954
900,800,41,1.40972
900,800,42,1.4615
900,800,43,2.04579
900,800,44,11.7975
900,800,45,1.52182
900,800,46,1.42894
900,800,47,1.55026
900,800,48,1.429
900,800,49,1.43548
900,1600,0,2.07197
900,1600,1,2.09446
900,1600,2,2.71763
900,1600,3,2.81293
900,1600,4,2.09813
900,1600,5,2.05735
900,1600,6,2.13504
900,1600,7,2.03841
900,1600,8,2.05415
900,1600,9,2.05689
900,1600,10,2.05147
900,1600,11,2.04501
900,1600,12,2.02754
900,1600,13,2.07171
900,1600,14,2.05812
900,1600,15,2.74454
900,1600,16,2.79333
900,1600,17,2.11412
900,1600,18,2.07723
900,1600,19,2.0599
900,1600,20,2.05344
900,1600,21,2.0847
900,1600,22,2.07572
900,1600,23,2.0432
900,1600,24,2.0266
900,1600,25,2.05927
900,1600,26,2.05697
900,1600,27,2.05379
900,1600,28,2.79214
900,1600,29,2.77288
900,1600,30,2.08268
900,1600,31,2.085
900,1600,32,2.07515
900,1600,33,2.07022
900,1600,34,2.05274
900,1600,35,2.06884
900,1600,36,12.6158
900,1600,37,2.81052
900,1600,38,2.07797
900,1600,39,2.08316
900,1600,40,2.04129
900,1600,41,2.02724
900,1600,42,2.08522
900,1600,43,2.04464
900,1600,44,2.02496
900,1600,45,2.02818
900,1600,46,2.0672
900,1600,47,2.18914
900,1600,48,2.08971
900,1600,49,2.79158
900,3200,0,4.61555
900,3200,1,4.57475
900,3200,2,4.5481
900,3200,3,4.53194
900,3200,4,4.5388
900,3200,5,5.48144
900,3200,6,4.54359
900,3200,7,4.54141
900,3200,8,4.53635
900,3200,9,4.53274
900,3200,10,4.54056
900,3200,11,5.45839
900,3200,12,15.0243
900,3200,13,4.54564
900,3200,14,4.79555
900,3200,15,5.103
900,3200,16,4.51752
900,3200,17,4.54451
900,3200,18,4.51613
900,3200,19,4.58911
900,3200,20,4.81713
900,3200,21,5.06751
900,3200,22,4.56363
900,3200,23,4.54916
900,3200,24,4.52799
900,3200,25,4.53877
900,3200,26,4.75936
900,3200,27,5.10908
900,3200,28,4.55779
900,3200,29,4.5471
900,3200,30,4.56541
900,3200,31,14.579
900,3200,32,4.55805
900,3200,33,4.54451
900,3200,34,4.55184
900,3200,35,4.53956
900,3200,36,4.83788
900,3200,37,5.02092
900,3200,38,4.54036
900,3200,39,4.54734
900,3200,40,4.543
900,3200,41,4.54566
900,3200,42,4.99648
900,3200,43,4.99691
900,3200,44,4.56172
900,3200,45,4.55208
900,3200,46,4.53435
900,3200,47,4.57433
900,3200,48,4.84602
900,3200,49,4.99882
900,6400,0,17.3972
900,6400,1,9.33078
900,6400,2,8.08742
900,6400,3,8.08003
900,6400,4,9.25618
900,6400,5,8.10008
900,6400,6,8.0856
900,6400,7,8.64497
900,6400,8,8.70574
900,6400,9,8.10001
900,6400,10,19.3012
900,6400,11,8.29248
900,6400,12,8.08183
900,6400,13,9.29917
900,6400,14,8.08743
900,6400,15,8.14365
900,6400,16,9.21042
900,6400,17,8.17216
900,6400,18,8.1088
900,6400,19,8.36478
900,6400,20,9.06016
900,6400,21,17.479
900,6400,22,9.52031
900,6400,23,8.16245
900,6400,24,8.1335
900,6400,25,9.03543
900,6400,26,8.35248
900,6400,27,8.1101
900,6400,28,8.09613
900,6400,29,9.26917
900,6400,30,8.09306
900,6400,31,20.3413
900,6400,32,8.2058
900,6400,33,8.08766
900,6400,34,9.23394
900,6400,35,8.13562
900,6400,36,8.08399
900,6400,37,8.2412
900,6400,38,9.0585
900,6400,39,8.09261
900,6400,40,8.08821
900,6400,41,9.31223
900,6400,42,18.9943
900,6400,43,9.50164
900,6400,44,8.11603
900,6400,45,8.07958
900,6400,46,8.66127
900,6400,47,8.63324
900,6400,48,8.07382
900,6400,49,8.0769
900,10000,0,13.5825
900,10000,1,20.0409
900,10000,2,12.8598
900,10000,3,13.9529
900,10000,4,12.9956
900,10000,5,13.4094
900,10000,6,13.4757
900,10000,7,12.8921
900,10000,8,22.202
900,10000,9,14.0708
900,10000,10,12.8691
900,10000,11,14.1029
900,10000,12,12.8981
900,10000,13,13.8769
900,10000,14,13.0382
900,10000,15,20.7205
900,10000,16,12.9318
900,10000,17,14.1032
900,10000,18,12.8947
900,10000,19,14.1088
900,10000,20,13.1236
900,10000,21,13.8469
900,10000,22,24.5013
900,10000,23,19.0641
900,10000,24,18.9004
900,10000,25,15.9003
900,10000,26,14.1831
900,10000,27,12.9144
900,10000,28,18.3024
900,10000,29,12.9014
900,10000,30,14.1119
900,10000,31,12.8838
900,10000,32,14.0985
900,10000,33,12.8781
900,10000,34,23.1065
900,10000,35,13.3934
900,10000,36,13.858
900,10000,37,12.9276
900,10000,38,14.2042
900,10000,39,12.8754
900,10000,40,14.0898
900,10000,41,21.6779
900,10000,42,13.2062
900,10000,43,13.0922
900,10000,44,13.7509
900,10000,45,12.8715
900,10000,46,14.2227
900,10000,47,13.0809
900,10000,48,21.6884
900,10000,49,14.0033
801,1,0,0.682994
801,1,1,0.244959
801,1,2,0.229798
801,1,3,0.228668
801,1,4,0.238088
801,1,5,0.230968
801,1,6,0.227708
801,1,7,0.184926
801,1,8,0.174356
801,1,9,0.187277
801,1,10,0.174456
801,1,11,0.173266
801,1,12,0.174126
801,1,13,0.173647
801,1,14,0.178557
801,1,15,0.174806
801,1,16,0.172456
801,1,17,0.173236
801,1,18,0.172986
801,1,19,0.173326
801,1,20,0.180367
801,1,21,0.175026
801,1,22,0.174256
801,1,23,0.173916
801,1,24,0.176026
801,1,25,0.178476
801,1,26,0.181016
801,1,27,0.173766
801,1,28,0.170926
801,1,29,0.172846
801,1,30,0.171546
801,1,31,0.178826
801,1,32,0.173126
801,1,33,0.173626
801,1,34,0.173306
801,1,35,0.173766
801,1,36,0.172726
801,1,37,0.179267
801,1,38,0.175036
801,1,39,0.173886
801,1,40,0.173086
801,1,41,0.172276
801,1,42,0.175517
801,1,43,0.180026
801,1,44,0.173696
801,1,45,0.177806
801,1,46,0.171096
801,1,47,0.173966
801,1,48,0.180026
801,1,49,0.178856
801,2,0,0.345972
801,2,1,0.317141
801,2,2,0.319241
801,2,3,0.298781
801,2,4,0.28778
801,2,5,0.28685
801,2,6,0.27971
801,2,7,0.266189
801,2,8,0.262439
801,2,9,0.28287
801,2,10,0.269649
801,2,11,0.262359
801,2,12,0.262299
801,2,13,0.28431
801,2,14,0.26379
801,2,15,0.280399
801,2,16,0.277579
801,2,17,0.274459
801,2,18,0.263379
801,2,19,0.258458
801,2,20,0.269119
801,2,21,0.261389
801,2,22,0.26781
801,2,23,0.258599
801,2,24,0.263909
801,2,25,0.254189
801,2,26,0.254329
801,2,27,0.258049
801,2,28,0.27431
801,2,29,0.260799
801,2,30,0.26864
801,2,31,0.2676
801,2,32,0.263639
801,2,33,0.256279
801,2,34,0.27344
801,2,35,0.266229
801,2,36,0.25678
801,2,37,0.367562
801,2,38,0.26398
801,2,39,0.266629
801,2,40,0.259299
801,2,41,0.257379
801,2,42,0.28405
801,2,43,0.26909
801,2,44,0.266209
801,2,45,0.261999
801,2,46,0.28233
801,2,47,0.27333
801,2,48,0.268979
801,2,49,0.273199
801,4,0,0.29939
801,4,1,0.296291
801,4,2,0.28475
801,4,3,0.29757
801,4,4,0.29344
801,4,5,0.283681
801,4,6,0.28431
801,4,7,0.345442
801,4,8,0.340242
801,4,9,0.354002
801,4,10,0.346892
801,4,11,0.339122
801,4,12,0.342863
801,4,13,0.336851
801,4,14,0.340452
801,4,15,0.342863
801,4,16,0.335961
801,4,17,0.337042
801,4,18,0.340362
801,4,19,0.336622
801,4,20,0.333452
801,4,21,0.344482
801,4,22,0.320381
801,4,23,0.27949
801,4,24,0.27559
801,4,25,0.267709
801,4,26,0.26542
801,4,27,0.29364
801,4,28,0.28246
801,4,29,0.29186
801,4,30,0.293631
801,4,31,0.2921
801,4,32,0.27839
801,4,33,0.270339
801,4,34,0.28738
801,4,35,0.284861
801,4,36,0.29381
801,4,37,0.27963
801,4,38,0.277759
801,4,39,0.270639
801,4,40,0.374763
801,4,41,0.27037
801,4,42,0.264699
801,4,43,0.261779
801,4,44,0.258809
801,4,45,0.285839
801,4,46,0.270239
801,4,47,0.263549
801,4,48,0.260579
801,4,49,0.26653
801,8,0,0.315351
801,8,1,0.304831
801,8,2,0.306961
801,8,3,0.297
801,8,4,0.296061
801,8,5,0.30787
801,8,6,0.298441
801,8,7,0.302501
801,8,8,0.30305
801,8,9,0.304451
801,8,10,0.29251
801,8,11,0.293241
801,8,12,0.30258
801,8,13,0.318922
801,8,14,0.30469
801,8,15,0.310021
801,8,16,0.300411
801,8,17,0.317121
801,8,18,0.311921
801,8,19,0.300771
801,8,20,0.29824
801,8,21,0.301821
801,8,22,0.304901
801,8,23,0.306931
801,8,24,0.29208
801,8,25,0.3004
801,8,26,0.293441
801,8,27,0.29052
801,8,28,0.309451
801,8,29,0.29686
801,8,30,0.289901
801,8,31,0.288691
801,8,32,0.29269
801,8,33,0.29161
801,8,34,0.28621
801,8,35,0.30881
801,8,36,0.293481
801,8,37,0.30469
801,8,38,0.303931
801,8,39,0.29421
801,8,40,0.291701
801,8,41,0.28807
801,8,42,0.29209
801,8,43,0.305451
801,8,44,0.29502
801,8,45,0.304591
801,8,46,0.29516
801,8,47,0.2917
801,8,48,0.2881
801,8,49,0.331862
801,16,0,0.358572
801,16,1,0.353563
801,16,2,0.450026
801,16,3,0.461516
801,16,4,0.450426
801,16,5,0.447366
801,16,6,0.450745
801,16,7,0.442415
801,16,8,0.446686
801,16,9,0.443916
801,16,10,0.447835
801,16,11,0.444466
801,16,12,0.445116
801,16,13,0.435425
801,16,14,0.355683
801,16,15,0.356582
801,16,16,0.341342
801,16,17,0.342682
801,16,18,0.346532
801,16,19,0.341283
801,16,20,0.337771
801,16,21,0.341922
801,16,22,0.338542
801,16,23,0.334572
801,16,24,0.351583
801,16,25,0.338172
801,16,26,0.337651
801,16,27,0.351392
801,16,28,0.338062
801,16,29,0.338832
801,16,30,0.341302
801,16,31,0.339152
801,16,32,0.341592
801,16,33,0.337492
801,16,34,0.335251
801,16,35,0.363132
801,16,36,0.350543
801,16,37,0.346292
801,16,38,0.350022
801,16,39,0.340832
801,16,40,0.343212
801,16,41,0.345332
801,16,42,0.344301
801,16,43,0.338112
801,16,44,0.342061
801,16,45,0.345323
801,16,46,0.337741
801,16,47,0.342192
801,16,48,0.336601
801,16,49,0.335401
801,32,0,0.482087
801,32,1,0.454467
801,32,2,0.456737
801,32,3,0.446615
801,32,4,0.445876
801,32,5,0.457256
801,32,6,0.472257
801,32,7,0.458836
801,32,8,0.462666
801,32,9,0.446866
801,32,10,0.462936
801,32,11,0.450226
801,32,12,0.449836
801,32,13,0.451526
801,32,14,0.446305
801,32,15,0.449175
801,32,16,0.441376
801,32,17,0.445886
801,32,18,0.441605
801,32,19,0.472557
801,32,20,0.474176
801,32,21,0.464656
801,32,22,0.462316
801,32,23,0.498988
801,32,24,0.609961
801,32,25,0.603321
801,32,26,0.59357
801,32,27,0.596221
801,32,28,0.595261
801,32,29,0.590791
801,32,30,0.592511
801,32,31,0.589011
801,32,32,0.57543
801,32,33,0.445986
801,32,34,0.450146
801,32,35,0.443515
801,32,36,0.471137
801,32,37,0.454636
801,32,38,0.457436
801,32,39,0.447126
801,32,40,0.447606
801,32,41,0.441826
801,32,42,0.438336
801,32,43,0.447166
801,32,44,0.451306
801,32,45,0.449316
801,32,46,0.443546
801,32,47,0.456605
801,32,48,0.448225
801,32,49,0.472507
801,64,0,0.672573
801,64,1,0.670034
801,64,2,0.659803
801,64,3,0.676294
801,64,4,0.658563
801,64,5,0.653073
801,64,6,0.667964
801,64,7,0.667893
801,64,8,0.665993
801,64,9,0.664464
801,64,10,0.655573
801,64,11,0.654383
801,64,12,0.648783
801,64,13,0.668773
801,64,14,0.671503
801,64,15,0.661183
801,64,16,9.84099
801,64,17,0.736976
801,64,18,0.667943
801,64,19,0.654223
801,64,20,0.651393
801,64,21,0.650243
801,64,22,0.662434
801,64,23,0.656603
801,64,24,0.651963
801,64,25,0.644812
801,64,26,0.650433
801,64,27,0.658683
801,64,28,0.651803
801,64,29,0.655984
801,64,30,0.663104
801,64,31,0.661133
801,64,32,0.661643
801,64,33,0.664024
801,64,34,0.656673
801,64,35,0.656773
801,64,36,0.656863
801,64,37,0.651043
801,64,38,0.652543
801,64,39,0.654003
801,64,40,0.647713
801,64,41,0.654143
801,64,42,0.649493
801,64,43,0.677673
801,64,44,0.655283
801,64,45,0.766596
801,64,46,0.655683
801,64,47,0.658823
801,64,48,0.657493
801,64,49,0.667423
801,100,0,0.865241
801,100,1,0.746656
801,100,2,0.932693
801,100,3,0.988795
801,100,4,0.986894
801,100,5,0.985025
801,100,6,0.990725
801,100,7,0.894431
801,100,8,0.756667
801,100,9,0.747996
801,100,10,0.742597
801,100,11,0.736355
801,100,12,0.743586
801,100,13,0.836399
801,100,14,0.716745
801,100,15,0.719156
801,100,16,0.726766
801,100,17,0.719215
801,100,18,0.724535
801,100,19,0.720575
801,100,20,0.723496
801,100,21,0.721305
801,100,22,0.726206
801,100,23,0.720385
801,100,24,0.719875
801,100,25,0.713725
801,100,26,0.718855
801,100,27,0.718495
801,100,28,0.724715
801,100,29,0.721755
801,100,30,0.722745
801,100,31,0.720376
801,100,32,0.712735
801,100,33,0.720535
801,100,34,0.716255
801,100,35,0.715305
801,100,36,0.719145
801,100,37,0.715195
801,100,38,0.717055
801,100,39,0.723096
801,100,40,0.968784
801,100,41,0.970054
801,100,42,0.967444
801,100,43,0.968034
801,100,44,0.968094
801,100,45,0.84722
801,100,46,0.722845
801,100,47,0.738076
801,100,48,0.727936
801,100,49,0.724886
801,200,0,0.905452
801,200,1,0.865701
801,200,2,0.884831
801,200,3,0.86536
801,200,4,0.84552
801,200,5,0.869991
801,200,6,0.87388
801,200,7,0.84424
801,200,8,0.872021
801,200,9,0.84848
801,200,10,0.848859
801,200,11,0.83921
801,200,12,0.84405
801,200,13,0.84387
801,200,14,0.87138
801,200,15,0.84424
801,200,16,0.85139
801,200,17,0.86183
801,200,18,0.85084
801,200,19,0.85683
801,200,20,0.880791
801,200,21,0.864451
801,200,22,0.942643
801,200,23,1.15714
801,200,24,1.15503
801,200,25,1.10583
801,200,26,1.15078
801,200,27,0.946273
801,200,28,0.85822
801,200,29,0.86185
801,200,30,10.6067
801,200,31,0.86079
801,200,32,0.876901
801,200,33,0.8627
801,200,34,0.846259
801,200,35,0.85984
801,200,36,0.87081
801,200,37,0.8415
801,200,38,0.875501
801,200,39,0.839189
801,200,40,0.84949
801,200,41,0.85752
801,200,42,0.83893
801,200,43,0.997315
801,200,44,1.11377
801,200,45,1.10063
801,200,46,1.12046
801,200,47,1.13771
801,200,48,0.924953
801,200,49,0.84834
801,400,0,1.07556
801,400,1,0.927682
801,400,2,0.918822
801,400,3,0.918602
801,400,4,0.923953
801,400,5,0.927403
801,400,6,0.926313
801,400,7,0.914192
801,400,8,0.915842
801,400,9,0.917923
801,400,10,0.909483
801,400,11,0.904892
801,400,12,0.907832
801,400,13,0.911292
801,400,14,0.898972
801,400,15,1.01556
801,400,16,0.955773
801,400,17,0.949904
801,400,18,0.957653
801,400,19,0.961484
801,400,20,0.946013
801,400,21,0.954244
801,400,22,1.1592
801,400,23,1.21292
801,400,24,1.19561
801,400,25,1.2164
801,400,26,1.07271
801,400,27,1.01282
801,400,28,0.970304
801,400,29,1.10556
801,400,30,0.972604
801,400,31,0.934213
801,400,32,0.910982
801,400,33,0.924722
801,400,34,0.924492
801,400,35,0.913832
801,400,36,0.922673
801,400,37,0.916932
801,400,38,0.947013
801,400,39,0.917242
801,400,40,0.935223
801,400,41,0.927633
801,400,42,0.906502
801,400,43,0.919382
801,400,44,0.903652
801,400,45,0.905262
801,400,46,0.899511
801,400,47,0.900652
801,400,48,0.895352
801,400,49,0.907832
801,800,0,1.85645
801,800,1,1.72577
801,800,2,1.56128
801,800,3,1.40755
801,800,4,1.39875
801,800,5,1.30665
801,800,6,1.27752
801,800,7,1.28168
801,800,8,1.37493
801,800,9,1.28123
801,800,10,1.27895
801,800,11,1.29027
801,800,12,1.26719
801,800,13,1.38312
801,800,14,1.39054
801,800,15,9.5288
801,800,16,1.85888
801,800,17,1.68767
801,800,18,1.39822
801,800,19,1.41453
801,800,20,1.27453
801,800,21,1.28407
801,800,22,1.28156
801,800,23,1.39422
801,800,24,1.27736
801,800,25,1.27929
801,800,26,1.26493
801,800,27,1.27784
801,800,28,1.37917
801,800,29,1.28224
801,800,30,1.27146
801,800,31,1.28203
801,800,32,1.38704
801,800,33,1.28544
801,800,34,1.27179
801,800,35,1.48971
801,800,36,1.84209
801,800,37,1.72449
801,800,38,1.53199
801,800,39,1.30378
801,800,40,1.38753
801,800,41,1.2901
801,800,42,1.27897
801,800,43,1.28717
801,800,44,1.39583
801,800,45,1.28111
801,800,46,1.28228
801,800,47,1.2863
801,800,48,1.38661
801,800,49,1.28913
801,1600,0,1.88298
801,1600,1,1.89713
801,1600,2,1.87028
801,1600,3,2.3375
801,1600,4,2.52602
801,1600,5,2.17414
801,1600,6,1.88866
801,1600,7,1.94441
801,1600,8,1.87569
801,1600,9,1.86574
801,1600,10,1.85013
801,1600,11,1.87024
801,1600,12,1.85872
801,1600,13,1.86714
801,1600,14,1.84441
801,1600,15,1.84766
801,1600,16,1.86029
801,1600,17,1.86426
801,1600,18,2.47657
801,1600,19,12.3493
801,1600,20,1.92264
801,1600,21,1.86138
801,1600,22,1.85928
801,1600,23,1.84932
801,1600,24,1.84448
801,1600,25,1.86845
801,1600,26,1.85935
801,1600,27,2.09386
801,1600,28,2.50427
801,1600,29,2.35373
801,1600,30,1.86162
801,1600,31,1.8633
801,1600,32,1.85545
801,1600,33,1.86827
801,1600,34,1.84837
801,1600,35,1.86153
801,1600,36,1.85419
801,1600,37,1.85069
801,1600,38,1.86342
801,1600,39,1.85361
801,1600,40,1.85743
801,1600,41,1.86579
801,1600,42,2.25859
801,1600,43,2.49271
801,1600,44,2.18364
801,1600,45,1.86073
801,1600,46,1.84254
801,1600,47,1.84659
801,1600,48,1.86279
801,1600,49,1.86157
801,3200,0,3.77192
801,3200,1,3.82095
801,3200,2,3.7825
801,3200,3,4.77461
801,3200,4,3.81964
801,3200,5,3.85553
801,3200,6,3.71561
801,3200,7,14.0827
801,3200,8,4.58891
801,3200,9,3.75645
801,3200,10,3.75599
801,3200,11,3.76614
801,3200,12,3.73819
801,3200,13,3.72713
801,3200,14,3.71776
801,3200,15,4.53404
801,3200,16,3.9545
801,3200,17,3.7279
801,3200,18,3.71612
801,3200,19,3.72902
801,3200,20,3.71421
801,3200,21,3.71754
801,3200,22,3.96995
801,3200,23,4.53045
801,3200,24,3.72701
801,3200,25,3.7246
801,3200,26,3.72481
801,3200,27,3.77179
801,3200,28,3.74985
801,3200,29,4.20951
801,3200,30,13.0897
801,3200,31,5.64181
801,3200,32,5.6095
801,3200,33,5.60288
801,3200,34,5.65102
801,3200,35,5.57273
801,3200,36,5.56679
801,3200,37,5.57057
801,3200,38,5.569
801,3200,39,5.6018
801,3200,40,5.64995
801,3200,41,5.5593
801,3200,42,5.29629
801,3200,43,3.76734
801,3200,44,3.74914
801,3200,45,4.67857
801,3200,46,3.87557
801,3200,47,3.73768
801,3200,48,13.659
801,3200,49,3.79998
801,6400,0,7.39428
801,6400,1,7.06239
801,6400,2,7.02166
801,6400,3,7.98014
801,6400,4,7.52914
801,6400,5,7.14452
801,6400,6,7.76543
801,6400,7,8.17477
801,6400,8,7.30515
801,6400,9,7.13385
801,6400,10,7.0994
801,6400,11,16.0242
801,6400,12,7.12182
801,6400,13,7.14889
801,6400,14,8.35484
801,6400,15,7.22441
801,6400,16,7.11353
801,6400,17,7.11193
801,6400,18,8.29272
801,6400,19,7.13663
801,6400,20,7.10552
801,6400,21,7.10751
801,6400,22,8.28107
801,6400,23,15.0872
801,6400,24,7.24436
801,6400,25,8.12541
801,6400,26,7.12801
801,6400,27,7.19331
801,6400,28,7.35727
801,6400,29,8.08023
801,6400,30,7.2226
801,6400,31,7.11771
801,6400,32,7.46785
801,6400,33,7.90936
801,6400,34,7.10314
801,6400,35,17.9345
801,6400,36,7.15814
801,6400,37,7.11818
801,6400,38,7.1071
801,6400,39,8.3527
801,6400,40,7.11266
801,6400,41,7.14348
801,6400,42,7.65536
801,6400,43,8.47165
801,6400,44,7.18776
801,6400,45,7.14727
801,6400,46,7.13877
801,6400,47,17.5633
801,6400,48,7.1428
801,6400,49,7.76981
801,10000,0,10.9629
801,10000,1,10.8387
801,10000,2,12.5796
801,10000,3,11.0143
801,10000,4,11.1941
801,10000,5,25.361
801,10000,6,12.0904
801,10000,7,10.754
801,10000,8,11.1851
801,10000,9,11.1167
801,10000,10,10.7109
801,10000,11,11.9819
801,10000,12,11.3947
801,10000,13,19.8801
801,10000,14,10.7246
801,10000,15,10.9765
801,10000,16,11.3248
801,10000,17,10.7754
801,10000,18,11.937
801,10000,19,10.6738
801,10000,20,10.7468
801,10000,21,11.9359
801,10000,22,18.8367
801,10000,23,11.8382
801,10000,24,10.7066
801,10000,25,11.5519
801,10000,26,10.7669
801,10000,27,10.7989
801,10000,28,11.9243
801,10000,29,10.7263
801,10000,30,22.6756
801,10000,31,10.7209
801,10000,32,11.7794
801,10000,33,10.698
801,10000,34,10.6701
801,10000,35,11.88
801,10000,36,10.6801
801,10000,37,10.8851
801,10000,38,20.2737
801,10000,39,11.6699
801,10000,40,10.8205
801,10000,41,10.7437
801,10000,42,11.9135
801,10000,43,10.805
801,10000,44,10.7267
801,10000,45,11.6031
801,10000,46,20.5868
801,10000,47,10.9489
801,10000,48,10.7178
801,10000,49,12.0922
699,1,0,0.649263
699,1,1,0.254729
699,1,2,0.226318
699,1,3,0.214387
699,1,4,0.210418
699,1,5,0.222018
699,1,6,0.211868
699,1,7,0.210928
699,1,8,0.209717
699,1,9,0.211217
699,1,10,0.216968
699,1,11,0.222748
699,1,12,0.210727
699,1,13,0.211378
699,1,14,0.209567
699,1,15,0.219118
699,1,16,0.210848
699,1,17,0.210238
699,1,18,0.208537
699,1,19,0.216348
699,1,20,0.209807
699,1,21,0.210078
699,1,22,0.210017
699,1,23,0.208448
699,1,24,0.217917
699,1,25,0.211598
699,1,26,0.209547
699,1,27,0.210737
699,1,28,0.210218
699,1,29,0.219758
699,1,30,0.209667
699,1,31,0.210718
699,1,32,0.208717
699,1,33,0.216888
699,1,34,0.209627
699,1,35,0.208837
699,1,36,0.209017
699,1,37,0.208907
699,1,38,0.214108
699,1,39,0.209787
699,1,40,0.210078
699,1,41,0.209017
699,1,42,0.208607
699,1,43,0.219317
699,1,44,0.209927
699,1,45,0.211408
699,1,46,0.210437
699,1,47,0.213918
699,1,48,0.210887
699,1,49,0.209708
699,2,0,0.353832
699,2,1,0.340402
699,2,2,0.339682
699,2,3,0.334762
699,2,4,0.331131
699,2,5,0.314991
699,2,6,0.315561
699,2,7,0.312111
699,2,8,0.309021
699,2,9,0.29667
699,2,10,0.301131
699,2,11,0.29477
699,2,12,0.2928
699,2,13,0.293141
699,2,14,0.300361
699,2,15,0.299041
699,2,16,0.29437
699,2,17,0.306531
699,2,18,0.29322
699,2,19,0.29148
699,2,20,0.30061
699,2,21,0.294901
699,2,22,0.29655
699,2,23,0.2911
699,2,24,0.29979
699,2,25,0.294381
699,2,26,0.29437
699,2,27,0.299191
699,2,28,0.29291
699,2,29,0.28984
699,2,30,0.29223
699,2,31,0.30626
699,2,32,0.29318
699,2,33,0.29762
699,2,34,0.302381
699,2,35,0.29454
699,2,36,0.29148
699,2,37,0.295331
699,2,38,0.29297
699,2,39,0.29045
699,2,40,0.289941
699,2,41,0.29566
699,2,42,0.29251
699,2,43,0.30933
699,2,44,0.309501
699,2,45,0.300141
699,2,46,0.29481
699,2,47,0.298351
699,2,48,0.29365
699,2,49,0.300431
699,4,0,0.327272
699,4,1,0.318481
699,4,2,0.311631
699,4,3,0.305701
699,4,4,0.311831
699,4,5,0.300041
699,4,6,0.30121
699,4,7,0.305511
699,4,8,0.299111
699,4,9,0.29853
699,4,10,0.303041
699,4,11,0.29822
699,4,12,0.296511
699,4,13,0.30239
699,4,14,0.30168
699,4,15,0.297671
699,4,16,0.29649
699,4,17,0.309791
699,4,18,0.297011
699,4,19,0.29785
699,4,20,0.302781
699,4,21,0.29759
699,4,22,0.299901
699,4,23,0.304681
699,4,24,0.29929
699,4,25,0.298481
699,4,26,0.3007
699,4,27,0.309691
699,4,28,0.297841
699,4,29,0.29801
699,4,30,0.342012
699,4,31,0.325511
699,4,32,0.317271
699,4,33,0.318411
699,4,34,0.307251
699,4,35,0.306461
699,4,36,0.305271
699,4,37,0.3034
699,4,38,0.325672
699,4,39,0.313331
699,4,40,0.310671
699,4,41,0.303861
699,4,42,0.29806
699,4,43,0.307781
699,4,44,0.306571
699,4,45,0.29617
699,4,46,0.304281
699,4,47,0.301411
699,4,48,0.29714
699,4,49,0.301981
699,8,0,0.359433
699,8,1,0.353072
699,8,2,0.349692
699,8,3,0.338762
699,8,4,0.336012
699,8,5,0.355312
699,8,6,0.357233
699,8,7,0.344512
699,8,8,0.345562
699,8,9,0.334782
699,8,10,0.336322
699,8,11,0.345632
699,8,12,0.331932
699,8,13,0.356132
699,8,14,0.336032
699,8,15,0.332372
699,8,16,0.336312
699,8,17,0.334812
699,8,18,0.357982
699,8,19,0.350473
699,8,20,0.340481
699,8,21,0.335281
699,8,22,0.336261
699,8,23,0.330692
699,8,24,0.337552
699,8,25,0.336992
699,8,26,0.331421
699,8,27,0.354972
699,8,28,0.345222
699,8,29,0.335342
699,8,30,0.339252
699,8,31,0.338712
699,8,32,0.337082
699,8,33,0.379433
699,8,34,0.358653
699,8,35,0.343742
699,8,36,0.349572
699,8,37,0.342642
699,8,38,0.342312
699,8,39,0.337952
699,8,40,0.342822
699,8,41,0.334242
699,8,42,0.331342
699,8,43,0.337002
699,8,44,0.334362
699,8,45,0.348513
699,8,46,0.363112
699,8,47,0.338402
699,8,48,0.349093
699,8,49,0.336432
699,16,0,0.437125
699,16,1,0.416645
699,16,2,0.404674
699,16,3,0.408545
699,16,4,0.400084
699,16,5,0.395744
699,16,6,0.405304
699,16,7,0.396534
699,16,8,0.401654
699,16,9,0.398874
699,16,10,0.395954
699,16,11,0.413275
699,16,12,0.397704
699,16,13,0.402304
699,16,14,0.395124
699,16,15,0.401164
699,16,16,0.407154
699,16,17,0.396604
699,16,18,0.403254
699,16,19,0.400105
699,16,20,0.396663
699,16,21,0.403525
699,16,22,0.396804
699,16,23,0.419135
699,16,24,0.400414
699,16,25,0.404864
699,16,26,0.398484
