ensemble_size,batch_size,trial_num,predict_ms,optimised
999,32,40,0.21094270050525665,False
999,32,41,0.21020323038101196,False
999,32,42,0.20978134125471115,False
999,32,43,0.20976271480321884,False
999,32,44,0.21188240498304367,False
999,32,45,0.2116728574037552,False
999,32,46,0.20987261086702347,False
999,32,47,0.20969193428754807,False
999,32,48,0.20914245396852493,False
999,32,49,0.216582790017128,False
999,64,0,0.2553928643465042,False
999,64,1,0.2278229221701622,False
999,64,2,0.22012367844581604,False
999,64,3,0.22680312395095825,False
999,64,4,0.21966267377138138,False
999,64,5,0.2179732546210289,False
999,64,6,0.21650362759828568,False
999,64,7,0.21707266569137573,False
999,64,8,0.21864287555217743,False
999,64,9,0.21667219698429108,False
999,64,10,0.2157529816031456,False
999,64,11,0.216042622923851,False
999,64,12,0.21727290004491806,False
999,64,13,0.21888315677642822,False
999,64,14,0.21648313850164413,False
999,64,15,0.21599233150482178,False
999,64,16,0.21822378039360046,False
999,64,17,0.2191830426454544,False
999,64,18,0.21656230092048645,False
999,64,19,0.21577347069978714,False
999,64,20,0.21586287766695023,False
999,64,21,0.21621305495500565,False
999,64,22,0.21807290613651276,False
999,64,23,0.2208426594734192,False
999,64,24,0.2217637374997139,False
999,64,25,0.22076256573200226,False
999,64,26,0.2180635929107666,False
999,64,27,0.21555274724960327,False
999,64,28,0.21597277373075485,False
999,64,29,0.21583307534456253,False
999,64,30,0.21630246192216873,False
999,64,31,0.2184733748435974,False
999,64,32,0.21610315889120102,False
999,64,33,0.21505355834960938,False
999,64,34,0.21603330969810486,False
999,64,35,0.21772272884845734,False
999,64,36,0.21819304674863815,False
999,64,37,0.2165529876947403,False
999,64,38,0.21558161824941635,False
999,64,39,0.21682307124137878,False
999,64,40,0.21814368665218353,False
999,64,41,0.21641328930854797,False
999,64,42,0.21559279412031174,False
999,64,43,0.21596252918243408,False
999,64,44,0.21680165082216263,False
999,64,45,0.2179732546210289,False
999,64,46,0.21586287766695023,False
999,64,47,0.21890364587306976,False
999,64,48,0.225813128054142,False
999,64,49,0.2194829285144806,False
999,100,0,0.24623330682516098,False
999,100,1,0.2276729792356491,False
999,100,2,0.22287294268608093,False
999,100,3,0.2204636111855507,False
999,100,4,0.2170223742723465,False
999,100,5,0.2165231853723526,False
999,100,6,0.2169320359826088,False
999,100,7,0.21748337894678116,False
999,100,8,0.21837279200553894,False
999,100,9,0.21633319556713104,False
999,100,10,0.2158433198928833,False
999,100,11,0.21659303456544876,False
999,100,12,0.2181725576519966,False
999,100,13,0.21571200340986252,False
999,100,14,0.2157231792807579,False
999,100,15,0.21617300808429718,False
999,100,16,0.21695252507925034,False
999,100,17,0.21816324442625046,False
999,100,18,0.21666288375854492,False
999,100,19,0.21868199110031128,False
999,100,20,0.22166315466165543,False
999,100,21,0.21976325660943985,False
999,100,22,0.21874252706766129,False
999,100,23,0.21551363170146942,False
999,100,24,0.21592341363430023,False
999,100,25,0.21721329540014267,False
999,100,26,0.2180933952331543,False
999,100,27,0.21578185260295868,False
999,100,28,0.21553318947553635,False
999,100,29,0.215163454413414,False
999,100,30,0.21695252507925034,False
999,100,31,0.2177031710743904,False
999,100,32,0.21550245583057404,False
999,100,33,0.2152416855096817,False
999,100,34,0.2170531079173088,False
999,100,35,0.21775253117084503,False
999,100,36,0.21595321595668793,False
999,100,37,0.21476298570632935,False
999,100,38,0.2153627574443817,False
999,100,39,0.21614227443933487,False
999,100,40,0.21763332188129425,False
999,100,41,0.21578185260295868,False
999,100,42,0.21849386394023895,False
999,100,43,0.22154301404953003,False
999,100,44,0.21831318736076355,False
999,100,45,0.21858327090740204,False
999,100,46,0.21592248231172562,False
999,100,47,0.2149529755115509,False
999,100,48,0.21564215421676636,False
999,100,49,0.21725334227085114,False
999,200,0,0.25190319865942,False
999,200,1,0.22546295076608658,False
999,200,2,0.22232253104448318,False
999,200,3,0.22144243121147156,False
999,200,4,0.2185329794883728,False
999,200,5,0.21727290004491806,False
999,200,6,0.22106245160102844,False
999,200,7,0.2206927165389061,False
999,200,8,0.21798256784677505,False
999,200,9,0.21698325872421265,False
999,200,10,0.21741259843111038,False
999,200,11,0.21793227642774582,False
999,200,12,0.21876301616430283,False
999,200,13,0.2171127125620842,False
999,200,14,0.21671317517757416,False
999,200,15,0.22360309958457947,False
999,200,16,0.22774282842874527,False
999,200,17,0.21857302635908127,False
999,200,18,0.21784286946058273,False
999,200,19,0.21739210933446884,False
999,200,20,0.21801330149173737,False
999,200,21,0.21890364587306976,False
999,200,22,0.21768268197774887,False
999,200,23,0.21685287356376648,False
999,200,24,0.21700281649827957,False
999,200,25,0.21807290613651276,False
999,200,26,0.21902285516262054,False
999,200,27,0.21697208285331726,False
999,200,28,0.21723192185163498,False
999,200,29,0.2177329733967781,False
999,200,30,0.21805241703987122,False
999,200,31,0.21689292043447495,False
999,200,32,0.2163732424378395,False
999,200,33,0.21594297140836716,False
999,200,34,0.21769199520349503,False
999,200,35,0.21814368665218353,False
999,200,36,0.21680258214473724,False
