Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,3872,1,3872.0,3872.0,3872,3872,0.0,"TreeInfer::traverse_dense_tree_device(const TreeInfer::DenseNode *, const float *, unsigned long, unsigned long, unsigned long, unsigned long, float *)"
