Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,3808,1,3808.0,3808.0,3808,3808,0.0,"TreeInfer::traverse_dense_tree_device(const TreeInfer::DenseNode *, const float *, unsigned long, unsigned long, unsigned long, unsigned long, float *)"
